year,month,year_month,turnover_eur,num_taxpayers
2021.0,10.0,2021-10,4227.87,1.0
2020.0,11.0,2020-11,4576.27,2.0
2024.0,8.0,2024-08,0.0,1.0
2019.0,11.0,2019-11,832128.28,36.0
2019.0,2.0,2019-02,39151.83,1.0
2021.0,12.0,2021-12,12077.14,1.0
2020.0,1.0,2020-01,0.0,1.0
2025.0,6.0,2025-06,0.0,1.0
2019.0,12.0,2019-12,1085000.94,26.0
2025.0,2.0,2025-02,246569.59,15.0
2019.0,12.0,2019-12,2152.74,1.0
2021.0,12.0,2021-12,2200.0,1.0
2024.0,8.0,2024-08,10535.22,3.0
2023.0,1.0,2023-01,102.66,1.0
2021.0,10.0,2021-10,71915.67,8.0
2019.0,5.0,2019-05,17974.34,1.0
2024.0,9.0,2024-09,465722.51,1.0
2022.0,5.0,2022-05,4505.44,4.0
2020.0,4.0,2020-04,11600.12,3.0
2020.0,3.0,2020-03,1159.32,1.0
2024.0,6.0,2024-06,39024.77,7.0
2019.0,9.0,2019-09,1300.0,1.0
2025.0,9.0,2025-09,7080.64,3.0
2023.0,3.0,2023-03,2202145.21,264.0
2024.0,6.0,2024-06,1432133.51,5.0
2020.0,1.0,2020-01,3425.68,2.0
2019.0,3.0,2019-03,536.44,1.0
2019.0,8.0,2019-08,338238.96,2.0
2023.0,11.0,2023-11,0.0,1.0
2022.0,3.0,2022-03,5504.15,4.0
2022.0,9.0,2022-09,3597.75,4.0
2024.0,10.0,2024-10,139529.37,11.0
2025.0,10.0,2025-10,19320.89,1.0
2021.0,9.0,2021-09,1530.0,1.0
2021.0,8.0,2021-08,3100.13,1.0
2019.0,2.0,2019-02,474.58,3.0
2022.0,10.0,2022-10,11703.81,1.0
2022.0,11.0,2022-11,0.0,1.0
2023.0,5.0,2023-05,67226.17,6.0
2024.0,10.0,2024-10,3934.75,2.0
2021.0,1.0,2021-01,8968.41,1.0
2023.0,11.0,2023-11,72451.77,6.0
2025.0,2.0,2025-02,0.0,1.0
2021.0,2.0,2021-02,21701.0,2.0
2021.0,7.0,2021-07,0.0,1.0
2020.0,6.0,2020-06,1410.0,1.0
2023.0,5.0,2023-05,66653.19,6.0
2024.0,9.0,2024-09,37240.4,9.0
2021.0,7.0,2021-07,192.0,1.0
2021.0,3.0,2021-03,0.0,2.0
2023.0,4.0,2023-04,102516.31,17.0
2019.0,12.0,2019-12,85655.85,7.0
2019.0,2.0,2019-02,33292.21,13.0
2024.0,7.0,2024-07,4497.88,1.0
2023.0,9.0,2023-09,10807.99,1.0
2022.0,5.0,2022-05,20428.64,2.0
2019.0,5.0,2019-05,0.0,1.0
2020.0,7.0,2020-07,84556.48,2.0
2025.0,7.0,2025-07,40756.95,4.0
2020.0,7.0,2020-07,0.0,2.0
2023.0,11.0,2023-11,105855.92,1.0
2021.0,1.0,2021-01,1474633.23,74.0
2024.0,2.0,2024-02,3394.06,1.0
2024.0,11.0,2024-11,214775.29,33.0
2023.0,12.0,2023-12,0.0,1.0
2023.0,2.0,2023-02,16661.02,1.0
2023.0,10.0,2023-10,4997.64,2.0
2022.0,2.0,2022-02,2727.97,3.0
2024.0,2.0,2024-02,29881.01,1.0
2024.0,3.0,2024-03,21451.33,2.0
2021.0,7.0,2021-07,64445.87,7.0
2021.0,3.0,2021-03,9472.38,3.0
2022.0,11.0,2022-11,54832.66,1.0
2024.0,4.0,2024-04,14000.0,1.0
2024.0,8.0,2024-08,2777.77,2.0
2021.0,2.0,2021-02,0.0,1.0
2021.0,4.0,2021-04,1810.35,1.0
2019.0,5.0,2019-05,14601.31,3.0
2025.0,7.0,2025-07,869531.49,4.0
2023.0,12.0,2023-12,76295.42,12.0
2021.0,11.0,2021-11,51671.63,2.0
2024.0,6.0,2024-06,6986.75,1.0
2022.0,7.0,2022-07,60625.03,1.0
2019.0,8.0,2019-08,47438.08,3.0
2021.0,5.0,2021-05,61873.24,4.0
2022.0,6.0,2022-06,48191.95,2.0
2022.0,6.0,2022-06,1289.0,1.0
2019.0,6.0,2019-06,29948.0,8.0
2025.0,9.0,2025-09,5000.0,2.0
2021.0,10.0,2021-10,0.0,1.0
2024.0,1.0,2024-01,13133.05,1.0
2024.0,5.0,2024-05,281329.37,4.0
2024.0,10.0,2024-10,280315.83,1.0
2019.0,1.0,2019-01,3389.83,2.0
2021.0,3.0,2021-03,11253.12,1.0
2023.0,5.0,2023-05,0.0,1.0
2022.0,2.0,2022-02,13851.35,2.0
2019.0,3.0,2019-03,0.0,1.0
2019.0,12.0,2019-12,12725.85,1.0
2021.0,5.0,2021-05,127008.66,1.0
2022.0,4.0,2022-04,0.0,2.0
2020.0,6.0,2020-06,5485.9,1.0
2023.0,8.0,2023-08,5611.0,1.0
2021.0,5.0,2021-05,2811689.0,4.0
2022.0,12.0,2022-12,5998.0,4.0
2022.0,2.0,2022-02,210408.45,2.0
2025.0,7.0,2025-07,0.0,1.0
2022.0,11.0,2022-11,9804.73,4.0
2022.0,12.0,2022-12,18791.15,16.0
2025.0,2.0,2025-02,508702.16,2.0
2025.0,11.0,2025-11,10930.95,1.0
2025.0,1.0,2025-01,108331.87,2.0
2025.0,1.0,2025-01,27573.73,1.0
2020.0,6.0,2020-06,14427.83,2.0
2020.0,11.0,2020-11,1479.08,1.0
2019.0,2.0,2019-02,96927.94,6.0
2024.0,3.0,2024-03,18577.55,11.0
2020.0,10.0,2020-10,899544.33,4.0
2022.0,6.0,2022-06,104384.04,3.0
2025.0,2.0,2025-02,12791.33,4.0
2023.0,7.0,2023-07,27681.42,1.0
2020.0,3.0,2020-03,102323.2,49.0
2019.0,12.0,2019-12,49887.27,2.0
2019.0,7.0,2019-07,35000.0,1.0
2021.0,12.0,2021-12,325362.88,4.0
2019.0,2.0,2019-02,1210.0,1.0
2020.0,12.0,2020-12,142485.94,25.0
2023.0,3.0,2023-03,8500.0,17.0
2025.0,5.0,2025-05,3989.66,3.0
2025.0,6.0,2025-06,0.0,1.0
2022.0,6.0,2022-06,0.0,1.0
2024.0,11.0,2024-11,86240.19,9.0
2020.0,11.0,2020-11,72961.18,2.0
2021.0,6.0,2021-06,7290.06,3.0
2024.0,7.0,2024-07,2932.29,1.0
2020.0,3.0,2020-03,33115.08,1.0
2020.0,2.0,2020-02,13701.77,1.0
2024.0,3.0,2024-03,8225.08,2.0
2024.0,5.0,2024-05,0.0,1.0
2019.0,7.0,2019-07,495547.49,2.0
2024.0,4.0,2024-04,768.97,1.0
2019.0,5.0,2019-05,11544.31,2.0
2024.0,3.0,2024-03,325586.19,26.0
2020.0,7.0,2020-07,13559.32,1.0
2023.0,1.0,2023-01,1837.57,1.0
2019.0,6.0,2019-06,359790.17,5.0
2021.0,6.0,2021-06,6000.0,3.0
2023.0,8.0,2023-08,167290.89,2.0
2019.0,11.0,2019-11,8981.73,1.0
2019.0,6.0,2019-06,22606.39,5.0
2025.0,1.0,2025-01,0.0,2.0
2022.0,4.0,2022-04,276908.42,31.0
2021.0,7.0,2021-07,0.0,1.0
2023.0,1.0,2023-01,19968.19,3.0
2020.0,1.0,2020-01,309708.72,2.0
2020.0,7.0,2020-07,133751.57,2.0
2020.0,4.0,2020-04,0.0,1.0
2021.0,10.0,2021-10,0.0,1.0
2025.0,10.0,2025-10,66543.22,5.0
2022.0,3.0,2022-03,400.0,1.0
2019.0,8.0,2019-08,9566.0,3.0
2022.0,8.0,2022-08,274184.95,6.0
2025.0,7.0,2025-07,194549.75,1.0
2023.0,4.0,2023-04,2888.56,1.0
2021.0,11.0,2021-11,901807.46,67.0
2022.0,8.0,2022-08,94835.93,3.0
2023.0,7.0,2023-07,2169.5,1.0
2024.0,11.0,2024-11,4328.81,1.0
2023.0,12.0,2023-12,12438.0,3.0
2019.0,9.0,2019-09,27077.26,2.0
2019.0,8.0,2019-08,4703.38,1.0
2021.0,9.0,2021-09,0.0,1.0
2023.0,4.0,2023-04,0.0,1.0
2024.0,10.0,2024-10,469693.9,3.0
2019.0,4.0,2019-04,56362.71,2.0
2022.0,6.0,2022-06,157240.08,2.0
2023.0,7.0,2023-07,3965.0,1.0
2024.0,8.0,2024-08,85375.47,5.0
2022.0,10.0,2022-10,514260.78,15.0
2024.0,3.0,2024-03,2033.89,1.0
2024.0,5.0,2024-05,740.61,1.0
2019.0,8.0,2019-08,2318.85,1.0
2022.0,8.0,2022-08,2555.08,2.0
2021.0,1.0,2021-01,9280.84,3.0
2020.0,6.0,2020-06,1144.0,2.0
2022.0,10.0,2022-10,9752.05,1.0
2019.0,4.0,2019-04,2987.29,1.0
2020.0,12.0,2020-12,0.0,1.0
2023.0,6.0,2023-06,1152.0,1.0
2020.0,2.0,2020-02,5330392.21,18.0
2019.0,7.0,2019-07,59574.8,1.0
2019.0,1.0,2019-01,11554.48,3.0
2022.0,7.0,2022-07,11427.6,2.0
2024.0,10.0,2024-10,209328.46,7.0
2019.0,4.0,2019-04,13269.59,3.0
2020.0,6.0,2020-06,43.58,1.0
2025.0,5.0,2025-05,105163.63,3.0
2021.0,6.0,2021-06,2083352.07,12.0
2024.0,8.0,2024-08,297927.86,3.0
2023.0,7.0,2023-07,7353.81,1.0
2023.0,11.0,2023-11,3700.0,1.0
2022.0,12.0,2022-12,46025.06,5.0
2020.0,9.0,2020-09,25238.28,1.0
2020.0,11.0,2020-11,20367.44,2.0
2024.0,1.0,2024-01,292686.24,3.0
2020.0,9.0,2020-09,3244.0,3.0
2019.0,10.0,2019-10,3089.87,1.0
2019.0,9.0,2019-09,945.0,4.0
2025.0,3.0,2025-03,17193.0,2.0
2022.0,4.0,2022-04,13852.37,2.0
2023.0,1.0,2023-01,10301.32,3.0
2022.0,10.0,2022-10,28406.99,4.0
2019.0,4.0,2019-04,0.0,2.0
2023.0,3.0,2023-03,68933.51,4.0
2023.0,8.0,2023-08,12902.55,1.0
2020.0,12.0,2020-12,0.0,1.0
2025.0,9.0,2025-09,1281.35,1.0
2019.0,10.0,2019-10,0.0,1.0
2021.0,8.0,2021-08,21292.38,1.0
2022.0,9.0,2022-09,28715.75,3.0
2021.0,3.0,2021-03,58284.83,41.0
2025.0,9.0,2025-09,6562.25,10.0
2024.0,6.0,2024-06,590.33,2.0
2020.0,10.0,2020-10,2711.94,1.0
2019.0,2.0,2019-02,2694.39,2.0
2022.0,12.0,2022-12,105721.64,2.0
2019.0,3.0,2019-03,2997.18,6.0
2023.0,10.0,2023-10,4647338.69,2.0
2021.0,11.0,2021-11,9552.08,1.0
2023.0,10.0,2023-10,12415.24,1.0
2025.0,3.0,2025-03,12393.81,3.0
2021.0,4.0,2021-04,0.0,1.0
2023.0,9.0,2023-09,6420.0,4.0
2022.0,1.0,2022-01,5398.98,2.0
2023.0,5.0,2023-05,5727.47,2.0
2025.0,3.0,2025-03,17327.85,8.0
2024.0,3.0,2024-03,0.0,1.0
2019.0,3.0,2019-03,7134.27,1.0
2019.0,12.0,2019-12,692885.91,2.0
2020.0,5.0,2020-05,0.0,1.0
2023.0,9.0,2023-09,18625.61,3.0
2025.0,4.0,2025-04,4000.0,2.0
2025.0,4.0,2025-04,14045.68,4.0
2023.0,7.0,2023-07,0.0,1.0
2025.0,11.0,2025-11,35318.44,2.0
2021.0,10.0,2021-10,8997.61,1.0
2019.0,11.0,2019-11,0.0,1.0
2022.0,8.0,2022-08,20633.95,1.0
2022.0,10.0,2022-10,2288.75,1.0
2023.0,12.0,2023-12,0.0,2.0
2020.0,8.0,2020-08,54404.4,3.0
2022.0,7.0,2022-07,3385.01,1.0
2025.0,12.0,2025-12,19747.02,11.0
2022.0,12.0,2022-12,5605.0,1.0
2024.0,1.0,2024-01,23517.74,2.0
2022.0,3.0,2022-03,530687.83,13.0
2025.0,8.0,2025-08,4394.06,2.0
2023.0,3.0,2023-03,5635.59,1.0
2023.0,7.0,2023-07,5189484.77,1.0
2019.0,2.0,2019-02,6722.56,1.0
2019.0,9.0,2019-09,11784.97,1.0
2020.0,10.0,2020-10,48329.24,3.0
2020.0,6.0,2020-06,3805.0,3.0
2024.0,6.0,2024-06,0.0,1.0
2025.0,11.0,2025-11,27645.85,4.0
2020.0,1.0,2020-01,25322.89,9.0
2019.0,8.0,2019-08,8785.25,1.0
2025.0,11.0,2025-11,38287.02,4.0
2024.0,2.0,2024-02,262.54,1.0
2022.0,6.0,2022-06,329020.24,31.0
2020.0,1.0,2020-01,0.0,2.0
2020.0,9.0,2020-09,0.0,1.0
2021.0,10.0,2021-10,0.0,2.0
2020.0,12.0,2020-12,3070.0,1.0
2025.0,1.0,2025-01,0.0,1.0
2024.0,9.0,2024-09,17170.0,2.0
2023.0,4.0,2023-04,86989.58,2.0
2025.0,9.0,2025-09,78164.07,23.0
2021.0,12.0,2021-12,42275.87,3.0
2021.0,1.0,2021-01,1120.34,2.0
2019.0,4.0,2019-04,12719.35,1.0
2021.0,9.0,2021-09,98475.29,2.0
2019.0,11.0,2019-11,14685.63,2.0
2025.0,2.0,2025-02,17386.33,1.0
2019.0,12.0,2019-12,1499034.35,20.0
2019.0,2.0,2019-02,0.0,1.0
2021.0,11.0,2021-11,56280.64,3.0
2019.0,4.0,2019-04,10071.47,2.0
2020.0,1.0,2020-01,8631.79,2.0
2022.0,2.0,2022-02,-666.86,1.0
2021.0,12.0,2021-12,0.0,1.0
2024.0,9.0,2024-09,338413.97,1.0
2024.0,6.0,2024-06,285043.82,7.0
2023.0,10.0,2023-10,374751.19,10.0
2024.0,9.0,2024-09,1834.4,3.0
2021.0,9.0,2021-09,98893.8,2.0
2025.0,7.0,2025-07,0.0,1.0
2020.0,7.0,2020-07,0.0,1.0
2024.0,12.0,2024-12,15905.5,11.0
2023.0,8.0,2023-08,0.0,1.0
2024.0,6.0,2024-06,3865.0,1.0
2020.0,4.0,2020-04,0.0,7.0
2019.0,2.0,2019-02,395564.9,5.0
2020.0,7.0,2020-07,4175.04,1.0
2025.0,9.0,2025-09,56358.1,10.0
2021.0,6.0,2021-06,630.0,4.0
2025.0,10.0,2025-10,128942.08,7.0
2021.0,1.0,2021-01,0.0,2.0
2020.0,4.0,2020-04,0.0,1.0
2019.0,3.0,2019-03,44881.79,17.0
2022.0,11.0,2022-11,139123.47,9.0
2023.0,4.0,2023-04,249077.36,9.0
2025.0,11.0,2025-11,144815.97,2.0
2021.0,2.0,2021-02,0.0,1.0
2021.0,8.0,2021-08,808.49,1.0
2024.0,2.0,2024-02,2488.47,1.0
2025.0,11.0,2025-11,99465.85,9.0
2022.0,12.0,2022-12,15161.51,5.0
2019.0,3.0,2019-03,2000.0,6.0
2024.0,11.0,2024-11,18900.0,5.0
2025.0,11.0,2025-11,974754.51,3.0
2020.0,1.0,2020-01,0.0,1.0
2025.0,6.0,2025-06,1869.5,2.0
2025.0,6.0,2025-06,319454.78,3.0
2025.0,3.0,2025-03,0.0,2.0
2021.0,11.0,2021-11,0.0,1.0
2024.0,4.0,2024-04,7321.87,2.0
2024.0,9.0,2024-09,156464.97,38.0
2025.0,11.0,2025-11,0.0,1.0
2025.0,4.0,2025-04,9244.36,4.0
2023.0,8.0,2023-08,3499.15,1.0
2022.0,4.0,2022-04,42400.8,8.0
2019.0,11.0,2019-11,78767.91,10.0
2022.0,11.0,2022-11,4407.79,1.0
2025.0,12.0,2025-12,3215.0,3.0
2019.0,11.0,2019-11,11976.1,1.0
2023.0,9.0,2023-09,1246397.99,19.0
2023.0,1.0,2023-01,29091.1,3.0
2024.0,11.0,2024-11,88.14,1.0
2024.0,1.0,2024-01,101895.36,1.0
2024.0,3.0,2024-03,22681.0,12.0
2024.0,4.0,2024-04,8150037.49,3.0
2025.0,12.0,2025-12,1222456.26,86.0
2019.0,11.0,2019-11,5211.53,1.0
2024.0,9.0,2024-09,0.0,2.0
2024.0,10.0,2024-10,50001.37,1.0
2021.0,11.0,2021-11,2413016.13,3.0
2019.0,8.0,2019-08,15911.1,1.0
2020.0,4.0,2020-04,172759.01,2.0
2024.0,9.0,2024-09,8744.9,1.0
2023.0,12.0,2023-12,19847.89,1.0
2019.0,7.0,2019-07,68485.13,3.0
2021.0,5.0,2021-05,83888.12,10.0
2021.0,5.0,2021-05,4000.0,3.0
2022.0,7.0,2022-07,108694.77,4.0
2022.0,5.0,2022-05,1500.0,1.0
2025.0,3.0,2025-03,11168.82,4.0
2024.0,4.0,2024-04,92118.64,3.0
2022.0,11.0,2022-11,4429.83,1.0
2019.0,8.0,2019-08,318325.91,6.0
2019.0,4.0,2019-04,214257.05,10.0
2019.0,11.0,2019-11,16319.5,2.0
2021.0,4.0,2021-04,2634.99,3.0
2025.0,12.0,2025-12,9990.0,1.0
2020.0,2.0,2020-02,0.0,3.0
2025.0,8.0,2025-08,3017.37,1.0
2022.0,10.0,2022-10,0.0,2.0
2025.0,5.0,2025-05,3235.59,1.0
2020.0,4.0,2020-04,336.0,1.0
2019.0,1.0,2019-01,27368.43,2.0
2019.0,11.0,2019-11,4767.02,1.0
2019.0,3.0,2019-03,59705.85,26.0
2021.0,7.0,2021-07,8474.58,1.0
2022.0,9.0,2022-09,25698.09,1.0
2020.0,5.0,2020-05,1930.51,7.0
2020.0,9.0,2020-09,0.0,1.0
2024.0,3.0,2024-03,59203.01,5.0
2025.0,2.0,2025-02,160726.72,16.0
2024.0,2.0,2024-02,2898658.43,33.0
2022.0,4.0,2022-04,841.36,1.0
2022.0,7.0,2022-07,1169.49,2.0
2025.0,9.0,2025-09,3518.0,3.0
2024.0,12.0,2024-12,28560.0,5.0
2025.0,9.0,2025-09,1466951.93,1.0
2020.0,6.0,2020-06,7292.0,9.0
2022.0,6.0,2022-06,799.0,1.0
2020.0,8.0,2020-08,0.0,2.0
2024.0,9.0,2024-09,4300.0,1.0
2021.0,4.0,2021-04,8888.08,3.0
2019.0,11.0,2019-11,19790.02,1.0
2024.0,6.0,2024-06,95549.15,6.0
2021.0,9.0,2021-09,1827.0,1.0
2024.0,7.0,2024-07,198993.25,29.0
2024.0,9.0,2024-09,950.0,2.0
2023.0,6.0,2023-06,0.0,2.0
2022.0,9.0,2022-09,240821.92,2.0
2025.0,12.0,2025-12,27965.99,7.0
2025.0,8.0,2025-08,16664.88,1.0
2022.0,2.0,2022-02,6668758.95,2.0
2022.0,8.0,2022-08,20294.95,3.0
2024.0,6.0,2024-06,58096.99,3.0
2024.0,5.0,2024-05,12547.26,3.0
2021.0,10.0,2021-10,5544.45,1.0
2023.0,9.0,2023-09,44792.0,1.0
2023.0,2.0,2023-02,10260.84,2.0
2025.0,4.0,2025-04,194544.93,9.0
2019.0,10.0,2019-10,0.0,2.0
2019.0,10.0,2019-10,0.0,1.0
2025.0,11.0,2025-11,266945.03,2.0
2024.0,8.0,2024-08,3596.95,2.0
2020.0,12.0,2020-12,12665.05,8.0
2021.0,4.0,2021-04,0.0,3.0
2024.0,5.0,2024-05,18494.26,2.0
2024.0,7.0,2024-07,10564.14,3.0
2025.0,7.0,2025-07,0.0,2.0
2022.0,10.0,2022-10,146942.98,1.0
2021.0,8.0,2021-08,0.0,1.0
2020.0,1.0,2020-01,10397.72,1.0
2022.0,6.0,2022-06,852.6,4.0
2019.0,10.0,2019-10,55106.68,1.0
2023.0,4.0,2023-04,2075.49,4.0
2024.0,9.0,2024-09,0.0,1.0
2020.0,2.0,2020-02,15041.96,2.0
2024.0,2.0,2024-02,816.46,1.0
2020.0,7.0,2020-07,1092.04,1.0
2020.0,8.0,2020-08,2120.3,2.0
2025.0,5.0,2025-05,0.0,1.0
2021.0,3.0,2021-03,6933.14,3.0
2019.0,9.0,2019-09,1085.5,1.0
2020.0,2.0,2020-02,4919.07,3.0
2023.0,10.0,2023-10,22984.61,1.0
2020.0,5.0,2020-05,5434.65,1.0
2025.0,8.0,2025-08,0.0,1.0
2021.0,2.0,2021-02,178089.9,19.0
2023.0,12.0,2023-12,0.0,2.0
2020.0,3.0,2020-03,0.0,1.0
2022.0,9.0,2022-09,1000.0,1.0
2019.0,1.0,2019-01,0.0,2.0
2019.0,8.0,2019-08,384859.57,4.0
2023.0,1.0,2023-01,589.42,1.0
2024.0,7.0,2024-07,396502.12,1.0
2025.0,4.0,2025-04,8127.12,1.0
2021.0,6.0,2021-06,1250.0,1.0
2022.0,10.0,2022-10,0.0,1.0
2025.0,12.0,2025-12,29433.0,1.0
2020.0,10.0,2020-10,52504.82,2.0
2022.0,9.0,2022-09,42339.68,7.0
2023.0,1.0,2023-01,182784.86,1.0
2024.0,8.0,2024-08,0.0,4.0
2022.0,8.0,2022-08,0.0,1.0
2022.0,8.0,2022-08,11860.0,5.0
2025.0,10.0,2025-10,131322.97,1.0
2025.0,6.0,2025-06,4417.8,1.0
2023.0,8.0,2023-08,9339.17,1.0
2022.0,9.0,2022-09,337636.82,72.0
2024.0,11.0,2024-11,137747.08,1.0
2022.0,3.0,2022-03,0.0,1.0
2022.0,11.0,2022-11,0.0,1.0
2022.0,4.0,2022-04,4660.91,1.0
2021.0,12.0,2021-12,18374.88,17.0
2025.0,2.0,2025-02,629840.0,1.0
2022.0,1.0,2022-01,762300.02,4.0
2023.0,4.0,2023-04,0.0,2.0
2025.0,6.0,2025-06,30695.28,2.0
2021.0,9.0,2021-09,6015.3,3.0
2019.0,7.0,2019-07,338178.83,16.0
2024.0,12.0,2024-12,42108.0,1.0
2022.0,3.0,2022-03,45259.4,1.0
2023.0,4.0,2023-04,0.0,1.0
2023.0,12.0,2023-12,99316.0,5.0
2024.0,2.0,2024-02,36351.69,1.0
2025.0,1.0,2025-01,0.0,1.0
2020.0,2.0,2020-02,171323.82,1.0
2021.0,3.0,2021-03,0.0,1.0
2023.0,8.0,2023-08,0.0,1.0
2024.0,1.0,2024-01,0.0,2.0
2021.0,3.0,2021-03,4205.5,6.0
2023.0,6.0,2023-06,0.0,1.0
2025.0,5.0,2025-05,59993.21,6.0
2024.0,12.0,2024-12,847.45,2.0
2022.0,9.0,2022-09,33097.39,5.0
2022.0,7.0,2022-07,5390.19,2.0
2024.0,7.0,2024-07,3102.31,3.0
2023.0,3.0,2023-03,850.0,2.0
2022.0,12.0,2022-12,1900.5,1.0
2019.0,7.0,2019-07,13771.94,2.0
2023.0,8.0,2023-08,2877.71,1.0
2021.0,4.0,2021-04,6669.79,2.0
2021.0,11.0,2021-11,8672.0,2.0
2025.0,3.0,2025-03,17322.22,8.0
2025.0,2.0,2025-02,942.37,1.0
2024.0,5.0,2024-05,22919.04,9.0
2023.0,6.0,2023-06,598920.67,24.0
2020.0,2.0,2020-02,301657.28,2.0
2019.0,9.0,2019-09,3907.0,82.0
2025.0,2.0,2025-02,55657.75,1.0
2019.0,3.0,2019-03,0.0,5.0
2024.0,11.0,2024-11,21814.8,2.0
2020.0,4.0,2020-04,0.0,3.0
2021.0,2.0,2021-02,1525.42,1.0
2020.0,8.0,2020-08,0.0,1.0
2021.0,5.0,2021-05,262510.64,2.0
2021.0,3.0,2021-03,1632.5,1.0
2022.0,5.0,2022-05,83.88,1.0
2025.0,4.0,2025-04,338.98,3.0
2022.0,9.0,2022-09,5006.85,2.0
2021.0,12.0,2021-12,9810.1,1.0
2019.0,5.0,2019-05,332697.44,13.0
2019.0,1.0,2019-01,254.24,3.0
2025.0,3.0,2025-03,12535.78,6.0
2021.0,10.0,2021-10,1090.0,1.0
2021.0,2.0,2021-02,101909.49,2.0
2020.0,1.0,2020-01,122911.71,3.0
2023.0,5.0,2023-05,50366.53,6.0
2020.0,3.0,2020-03,0.0,1.0
2023.0,7.0,2023-07,18405.29,1.0
2025.0,4.0,2025-04,19881.36,2.0
2024.0,2.0,2024-02,4000.0,3.0
2020.0,11.0,2020-11,555.92,2.0
2023.0,2.0,2023-02,1857.6,1.0
2020.0,8.0,2020-08,91464.03,3.0
2024.0,11.0,2024-11,31304.61,1.0
2021.0,7.0,2021-07,3062.14,1.0
2023.0,9.0,2023-09,3740.0,1.0
2020.0,6.0,2020-06,5964.26,1.0
2024.0,10.0,2024-10,89818.88,6.0
2020.0,2.0,2020-02,0.0,1.0
2019.0,11.0,2019-11,69994.87,2.0
2023.0,3.0,2023-03,2890.0,1.0
2021.0,3.0,2021-03,1190.0,1.0
2023.0,1.0,2023-01,3047.08,3.0
2025.0,7.0,2025-07,20147.82,2.0
2022.0,3.0,2022-03,3645.09,2.0
2024.0,12.0,2024-12,6721.9,4.0
2024.0,12.0,2024-12,761013.66,1.0
2025.0,6.0,2025-06,9411.69,20.0
2020.0,2.0,2020-02,59404.97,2.0
2019.0,3.0,2019-03,0.0,1.0
2023.0,6.0,2023-06,4716.0,2.0
2021.0,11.0,2021-11,55657.55,4.0
2025.0,11.0,2025-11,0.0,3.0
2019.0,7.0,2019-07,23521.88,2.0
2024.0,3.0,2024-03,22033.91,2.0
2022.0,3.0,2022-03,2839.0,6.0
2023.0,6.0,2023-06,1511729.72,261.0
2020.0,5.0,2020-05,610575.68,15.0
2019.0,1.0,2019-01,692.8,2.0
2020.0,10.0,2020-10,48540.16,4.0
2022.0,6.0,2022-06,0.0,1.0
2021.0,2.0,2021-02,1661.52,1.0
2019.0,12.0,2019-12,6958.36,1.0
2023.0,11.0,2023-11,0.0,1.0
2019.0,2.0,2019-02,74220.78,15.0
2022.0,9.0,2022-09,2101.0,1.0
2025.0,9.0,2025-09,774.58,2.0
2023.0,10.0,2023-10,1571425.3,51.0
2022.0,3.0,2022-03,53948.69,9.0
2025.0,10.0,2025-10,994.82,1.0
2022.0,12.0,2022-12,59708.92,5.0
2024.0,7.0,2024-07,1347271.32,3.0
2020.0,1.0,2020-01,40593.97,1.0
2024.0,8.0,2024-08,37304.89,8.0
2023.0,1.0,2023-01,155163.67,3.0
2021.0,11.0,2021-11,1101.69,1.0
2025.0,4.0,2025-04,1306.28,1.0
2021.0,9.0,2021-09,63114.61,7.0
2023.0,12.0,2023-12,10273.14,1.0
2023.0,4.0,2023-04,3906253.84,34.0
2020.0,5.0,2020-05,0.0,2.0
2019.0,2.0,2019-02,0.0,1.0
2021.0,8.0,2021-08,345145.36,3.0
2020.0,7.0,2020-07,41626.78,1.0
2024.0,7.0,2024-07,413.56,1.0
2021.0,2.0,2021-02,0.0,2.0
2023.0,8.0,2023-08,46879.99,3.0
2020.0,11.0,2020-11,1118.64,1.0
2023.0,6.0,2023-06,57298.2,48.0
2019.0,9.0,2019-09,731.0,1.0
2024.0,1.0,2024-01,51235.95,3.0
2025.0,7.0,2025-07,3369.92,2.0
2019.0,6.0,2019-06,67241.7,1.0
2020.0,11.0,2020-11,0.0,1.0
2021.0,8.0,2021-08,18208.13,1.0
2019.0,9.0,2019-09,35410.0,39.0
2025.0,1.0,2025-01,56078.67,14.0
2025.0,5.0,2025-05,6443.13,1.0
2025.0,8.0,2025-08,1290478.7,38.0
2023.0,12.0,2023-12,106969.24,16.0
2025.0,7.0,2025-07,0.0,1.0
